event_id,entity_id,entity_type,role_group,timestamp,source_ip,geo_city,geo_lat,geo_lon,resource_accessed,auth_method,auth_result,session_duration,command_sequence,device_fingerprint,bytes_transferred,label
evt_00000264,service_account_0104,service_account,data_pipeline,2026-06-01 20:44:46.802415,142.99.71.41,Frankfurt,50.146,8.8244,backup_service,mfa_push,success,14.5,enumerate;access;pivot,fp_01bbdb9f1bd6,212511.5,lateral_movement
evt_00000266,service_account_0104,service_account,data_pipeline,2026-06-01 20:47:55.739296,74.158.122.154,Frankfurt,50.0995,8.6573,log_aggregator,mfa_push,success,18.7,enumerate;access;pivot,fp_01bbdb9f1bd6,169440.4,lateral_movement
evt_00000265,service_account_0104,service_account,data_pipeline,2026-06-01 20:50:19.955541,216.128.15.171,Frankfurt,50.073,8.5967,customer_db,mfa_push,success,14.9,enumerate;access;pivot,fp_01bbdb9f1bd6,149140.8,lateral_movement
evt_00000247,service_account_0099,service_account,ci_infra,2026-06-01 20:53:18.956211,132.46.150.56,Dubai,25.2226,55.2556,backup_service,cert_based,success,1662.1,publish_msg;write_batch;read_batch,fp_ee1dfa92241d,249985.0,normal
evt_00000267,service_account_0104,service_account,data_pipeline,2026-06-01 20:53:49.179293,185.60.76.71,Frankfurt,50.1571,8.7044,message_queue,mfa_push,success,38.2,enumerate;access;pivot,fp_01bbdb9f1bd6,177872.8,lateral_movement
evt_00000294,edge_device_0114,edge_device,retail_pos,2026-06-01 21:10:12.967814,193.255.43.18,Toronto,43.6814,-79.3747,sensor_ingest,api_key,success,1611.5,reboot;telemetry_push,fp_0c7257be5f08,206068.5,normal
evt_00000283,edge_device_0112,edge_device,gateway_fleet,2026-06-01 21:16:27.707586,135.107.66.108,Frankfurt,50.0108,8.6441,camera_feed_relay,mfa_push,success,193.0,heartbeat;sensor_read;firmware_check;firmware_check;reboot;sensor_read;reboot;sensor_read;config_pull,fp_be8d1e26ce8c,253871.2,normal
evt_00000187,user_0077,user,support,2026-06-01 21:17:39.752950,144.166.102.169,Austin,30.2181,-97.7859,hr_portal,api_key,success,1320.7,export_csv,fp_c0b6f0bebe22,248550.8,normal
evt_00000220,service_account_0090,service_account,ci_infra,2026-06-01 21:23:04.163319,148.205.8.57,Singapore,1.3803,103.8543,secrets_vault,api_key,success,685.7,read_batch;write_batch,fp_dbf6d12264fb,278714.0,normal
evt_00000290,edge_device_0114,edge_device,retail_pos,2026-06-01 21:31:53.827130,79.80.166.79,Toronto,43.6732,-79.4103,camera_feed_relay,api_key,success,1228.7,reboot;config_pull;heartbeat;telemetry_push,fp_0c7257be5f08,171088.5,normal
evt_00000143,user_0056,user,hr,2026-06-01 22:07:48.325059,212.18.189.222,Berlin,52.5382,13.4399,wiki,sso_saml,success,762.9,git_push,fp_e9e7dbe4f9e1,214946.3,normal
evt_00000288,edge_device_0113,edge_device,iot_fleet,2026-06-01 22:10:17.849587,72.98.133.77,Johannesburg,-26.2125,28.0571,iot_hub_telemetry,password,success,852.1,config_pull;config_pull;heartbeat;config_pull;firmware_check;config_pull;firmware_check,fp_e2a229627a9a,429119.8,normal
evt_00000186,user_0077,user,support,2026-06-01 22:12:08.441501,40.175.76.226,Austin,30.2618,-97.7824,billing_console,api_key,success,1281.3,send_email;export_csv;edit_record;view_dashboard;open_ticket,fp_34bb5888cf4f,287200.2,normal
evt_00000210,service_account_0086,service_account,billing_infra,2026-06-01 22:17:05.550272,31.175.187.125,Singapore,1.3906,103.8832,monitoring_api,mfa_push,success,995.3,sync_job;write_batch;rotate_key,fp_4acf48aef3fa,269504.0,normal
evt_00000287,edge_device_0113,edge_device,iot_fleet,2026-06-01 22:19:42.074264,195.196.166.98,Johannesburg,-26.118,28.0558,pos_gateway,password,success,1320.1,reboot;sensor_read;telemetry_push;sensor_read;telemetry_push;sensor_read;heartbeat,fp_e2a229627a9a,401920.3,normal
evt_00000217,service_account_0089,service_account,data_pipeline,2026-06-01 22:20:11.305511,161.98.248.162,Mumbai,19.1178,72.872,secrets_vault,cert_based,success,1347.9,healthcheck;consume_msg;consume_msg;rotate_key;write_batch,fp_b12d47a5cbed,77101.2,normal
evt_00000303,edge_device_0119,edge_device,iot_fleet,2026-06-01 22:26:35.024252,119.191.220.193,Tokyo,35.6633,139.6507,pos_gateway,sso_saml,success,1895.4,sensor_read;heartbeat;sensor_read;config_pull;firmware_check;telemetry_push,fp_55bbaaecf8ef,536042.2,normal
evt_00000255,service_account_0101,service_account,ci_infra,2026-06-01 22:34:02.594348,199.50.206.190,Sydney,-33.8707,151.2416,ci_cd_pipeline,cert_based,success,208.7,read_batch,fp_0e9fd39fc12a,171652.9,normal
evt_00000261,service_account_0104,service_account,data_pipeline,2026-06-01 22:44:43.722414,222.135.108.180,Frankfurt,50.014,8.616,billing_api,mfa_push,success,1604.3,read_batch;sync_job;consume_msg;consume_msg,fp_01bbdb9f1bd6,127993.8,normal
evt_00000279,edge_device_0109,edge_device,gateway_fleet,2026-06-01 22:45:41.290427,181.37.122.42,Dubai,25.3271,55.1911,camera_feed_relay,mfa_push,success,187.0,firmware_check;firmware_check;telemetry_push;telemetry_push,fp_e14b18ddb61a,0.0,normal
evt_00000256,service_account_0101,service_account,ci_infra,2026-06-01 22:47:35.205171,48.239.246.76,Sydney,-33.8092,151.1742,ci_cd_pipeline,cert_based,success,241.9,write_batch;publish_msg;publish_msg;publish_msg;read_batch;publish_msg;write_batch;publish_msg;healthcheck;backup_run;read_batch;healthcheck;publish_msg,fp_0e9fd39fc12a,168769.6,normal
evt_00000131,user_0051,user,finance,2026-06-01 22:48:44.784431,80.183.191.243,Seoul,37.5242,126.9242,shared_drive_finance,mfa_push,success,402.3,git_push;send_email;export_csv;send_email,fp_fe04bd668ba0,38268.0,normal
evt_00000214,service_account_0088,service_account,data_pipeline,2026-06-01 23:03:54.799044,206.41.32.245,Tokyo,35.635,139.5879,backup_service,password,success,1179.0,consume_msg;backup_run,fp_79abd4e8ad99,311784.6,normal
evt_00000239,service_account_0095,service_account,billing_infra,2026-06-01 23:09:20.676501,103.53.133.162,Sao Paulo,-23.544,-46.6512,backup_service,sso_saml,success,1140.6,rotate_key;write_batch;rotate_key;backup_run,fp_65cfe2fbefd2,20369.7,normal
evt_00000302,edge_device_0118,edge_device,gateway_fleet,2026-06-01 23:14:16.181275,207.234.200.142,New York,40.763,-73.9649,firmware_update_svc,api_key,success,910.6,heartbeat;firmware_check;reboot;firmware_check;telemetry_push;sensor_read;heartbeat,fp_ab7c750d0b6b,325266.7,normal
evt_00000219,service_account_0089,service_account,data_pipeline,2026-06-01 23:17:07.195833,188.32.174.45,Mumbai,19.1248,72.8797,log_aggregator,cert_based,success,1194.3,healthcheck;read_batch;sync_job,fp_b12d47a5cbed,40538.1,normal
evt_00000200,service_account_0084,service_account,ci_infra,2026-06-01 23:20:26.732649,12.221.98.224,Seoul,37.5156,127.0046,backup_service,cert_based,success,1564.4,consume_msg;read_batch;rotate_key;healthcheck,fp_c1cbe3653989,402793.2,normal
evt_00000221,service_account_0090,service_account,ci_infra,2026-06-01 23:46:45.889745,125.107.87.60,Singapore,1.2931,103.814,message_queue,api_key,success,608.2,rotate_key;sync_job;rotate_key;sync_job;write_batch;healthcheck;sync_job,fp_dbf6d12264fb,310063.1,normal
evt_00000402,user_0051,user,finance,2026-06-02 00:07:18.539406,191.176.72.76,Seoul,37.4954,126.8971,code_repo,mfa_push,success,342.6,send_email;edit_record;search;git_push;edit_record,fp_fe04bd668ba0,126563.0,normal
evt_00000471,service_account_0089,service_account,data_pipeline,2026-06-02 00:12:04.143180,187.67.28.84,Mumbai,19.0864,72.9158,log_aggregator,cert_based,success,1328.9,backup_run;read_batch;backup_run;healthcheck;backup_run;sync_job,fp_b12d47a5cbed,50640.4,normal
evt_00000549,edge_device_0114,edge_device,retail_pos,2026-06-02 00:22:50.575665,140.59.9.229,Toronto,43.6638,-79.3706,camera_feed_relay,api_key,success,806.4,reboot;config_pull;reboot;config_pull,fp_0c7257be5f08,193276.7,normal
evt_00000400,user_0051,user,finance,2026-06-02 00:23:16.965047,176.255.47.160,Seoul,37.604,126.9934,ticketing_system,mfa_push,success,168.9,send_email;send_email;open_ticket;open_ticket,fp_fe04bd668ba0,64244.9,normal
evt_00000512,service_account_0101,service_account,ci_infra,2026-06-02 00:42:26.342844,179.72.106.64,Sydney,-33.8093,151.1891,log_aggregator,cert_based,success,187.3,read_batch;sync_job;publish_msg;read_batch;sync_job;rotate_key;healthcheck,fp_0e9fd39fc12a,164848.7,normal
evt_00000482,service_account_0091,service_account,data_pipeline,2026-06-02 01:01:57.296657,181.20.114.239,Chicago,41.9816,-87.6588,message_queue,sso_saml,success,1691.5,backup_run;publish_msg;healthcheck,fp_dfefca369170,329076.6,normal
evt_00000467,service_account_0086,service_account,billing_infra,2026-06-02 01:33:57.284781,167.46.183.71,Singapore,1.4328,103.8471,monitoring_api,mfa_push,success,380.7,healthcheck;publish_msg;publish_msg;healthcheck,fp_4acf48aef3fa,265544.5,normal
evt_00000470,service_account_0089,service_account,data_pipeline,2026-06-02 01:41:26.958894,122.108.45.30,Mumbai,19.0344,72.885,ci_cd_pipeline,cert_based,success,1324.7,healthcheck;write_batch;backup_run;write_batch,fp_b12d47a5cbed,44151.1,normal
evt_00000555,edge_device_0116,edge_device,retail_pos,2026-06-02 01:53:55.698262,216.136.249.213,Mumbai,19.0817,72.8146,sensor_ingest,api_key,success,652.4,heartbeat;reboot;telemetry_push,fp_b2cb2e1e9fa8,0.0,normal
evt_00000484,service_account_0091,service_account,data_pipeline,2026-06-02 02:07:54.516715,149.167.206.172,Chicago,41.8844,-87.6628,log_aggregator,sso_saml,success,1515.0,write_batch;rotate_key;rotate_key;publish_msg,fp_dfefca369170,316798.8,normal
evt_00000480,service_account_0091,service_account,data_pipeline,2026-06-02 02:10:36.873227,213.133.154.69,Chicago,41.9289,-87.6178,message_queue,sso_saml,success,1730.9,healthcheck;healthcheck;backup_run;read_batch;write_batch,fp_dfefca369170,335426.6,normal
evt_00000481,service_account_0091,service_account,data_pipeline,2026-06-02 02:45:02.035277,92.4.59.68,Chicago,41.8359,-87.5987,billing_api,sso_saml,success,1602.8,publish_msg;sync_job;rotate_key,fp_dfefca369170,291433.7,normal
evt_00000468,service_account_0086,service_account,billing_infra,2026-06-02 03:43:51.611341,197.74.247.25,Singapore,1.3137,103.8215,billing_api,mfa_push,success,746.5,sync_job;read_batch;backup_run,fp_4acf48aef3fa,359974.9,normal
evt_00000455,user_0080,user,support,2026-06-02 04:03:54.268410,30.185.29.33,Chicago,41.903,-87.6253,hr_portal,mfa_push,success,1695.5,send_email;edit_record;download_report;open_ticket;edit_record,fp_5c84c8a65158,415312.6,normal
evt_00000469,service_account_0087,service_account,data_pipeline,2026-06-02 04:24:45.577163,222.18.137.123,Singapore,1.3554,103.9055,backup_service,password,success,1356.0,rotate_key;write_batch;consume_msg;read_batch;backup_run;write_batch;healthcheck;sync_job,fp_7bb72f910f07,112233.7,normal
evt_00000483,service_account_0091,service_account,data_pipeline,2026-06-02 04:31:32.886813,146.26.237.175,Chicago,41.8652,-87.6281,monitoring_api,sso_saml,success,1674.0,rotate_key;write_batch;publish_msg,fp_dfefca369170,313158.2,normal
evt_00000493,service_account_0095,service_account,billing_infra,2026-06-02 04:34:36.497929,201.114.131.16,Sao Paulo,-23.5836,-46.6504,secrets_vault,sso_saml,success,1209.6,consume_msg;write_batch;sync_job;rotate_key;healthcheck;publish_msg;healthcheck,fp_65cfe2fbefd2,21922.0,normal
evt_00000522,service_account_0106,service_account,billing_infra,2026-06-02 04:36:58.403735,82.92.59.102,Sao Paulo,-23.7036,-46.5697,customer_db,password,success,586.4,write_batch;publish_msg;read_batch,fp_30a7bc58ada2,369154.9,normal
evt_00000554,edge_device_0116,edge_device,retail_pos,2026-06-02 04:47:35.203590,173.254.14.89,Mumbai,19.0552,72.8301,edge_config_api,api_key,success,601.1,heartbeat;telemetry_push;heartbeat;firmware_check;config_pull;firmware_check,fp_b2cb2e1e9fa8,44081.2,normal
evt_00000479,service_account_0090,service_account,ci_infra,2026-06-02 04:48:12.094084,122.191.92.77,Singapore,1.4495,103.8167,secrets_vault,api_key,success,700.5,healthcheck;publish_msg;sync_job;backup_run;rotate_key,fp_dbf6d12264fb,394516.7,normal
evt_00000508,service_account_0100,service_account,billing_infra,2026-06-02 04:48:50.741853,166.28.38.69,New York,40.7042,-73.9803,secrets_vault,sso_saml,success,1267.5,rotate_key;sync_job,fp_bf9218a26d3b,73380.8,normal
evt_00000537,edge_device_0110,edge_device,iot_fleet,2026-06-02 05:12:29.795907,160.178.81.39,Toronto,43.6916,-79.3811,sensor_ingest,password,success,1217.2,heartbeat;heartbeat,fp_58ffbacb3e0b,248254.3,normal
evt_00000442,user_0070,user,support,2026-06-02 05:12:53.416486,200.46.129.227,Frankfurt,50.0284,8.6677,email,api_key,success,1135.5,download_report;open_ticket;export_csv,fp_8dd8febe73bb,401190.7,normal
evt_00000562,edge_device_0117,edge_device,iot_fleet,2026-06-02 05:18:45.686276,150.144.84.236,Mumbai,19.0395,72.8637,iot_hub_telemetry,cert_based,success,990.3,config_pull;firmware_check,fp_6d0d569c1634,8389.9,normal
evt_00000490,service_account_0095,service_account,billing_infra,2026-06-02 05:19:22.167083,37.108.9.76,Sao Paulo,-23.4644,-46.5522,monitoring_api,sso_saml,success,1080.6,write_batch;consume_msg;sync_job;sync_job,fp_65cfe2fbefd2,22382.9,normal
evt_00000494,service_account_0096,service_account,data_pipeline,2026-06-02 05:27:39.857506,102.184.150.215,Dublin,53.3478,-6.2169,log_aggregator,api_key,success,957.0,sync_job;write_batch;sync_job;publish_msg,fp_83dd81ba8afd,319525.7,normal
evt_00000491,service_account_0095,service_account,billing_infra,2026-06-02 05:36:36.761855,186.130.225.66,Sao Paulo,-23.5372,-46.6521,backup_service,sso_saml,success,1282.0,healthcheck;rotate_key;consume_msg;consume_msg,fp_65cfe2fbefd2,37314.4,normal
evt_00000538,edge_device_0111,edge_device,retail_pos,2026-06-02 06:05:00.344875,219.242.23.218,Chicago,41.8578,-87.6528,sensor_ingest,mfa_push,success,1659.1,reboot;sensor_read;telemetry_push,fp_2b5a1ff2edbf,365252.3,normal
evt_00000462,service_account_0084,service_account,ci_infra,2026-06-02 06:14:56.771655,206.203.133.66,Seoul,37.5534,127.1003,backup_service,cert_based,success,1523.3,sync_job;sync_job,fp_c1cbe3653989,368896.8,normal
evt_00000439,user_0070,user,support,2026-06-02 06:25:46.591482,135.72.201.57,Frankfurt,50.0703,8.6734,wiki,api_key,success,1245.5,view_dashboard;send_email;git_push,fp_fe1e08aafe9f,393604.1,normal
evt_00000553,edge_device_0116,edge_device,retail_pos,2026-06-02 06:28:37.184487,220.95.100.218,Mumbai,19.1029,72.8814,sensor_ingest,api_key,success,662.3,config_pull;telemetry_push;config_pull,fp_b2cb2e1e9fa8,3348.4,normal
evt_00000536,edge_device_0110,edge_device,iot_fleet,2026-06-02 06:28:56.875854,204.41.165.8,Toronto,43.5805,-79.4135,camera_feed_relay,password,success,900.0,heartbeat;telemetry_push;heartbeat;telemetry_push;firmware_check,fp_58ffbacb3e0b,249813.7,normal
evt_00000438,user_0070,user,support,2026-06-02 06:38:19.204091,222.37.57.216,Frankfurt,50.0918,8.6156,email,api_key,success,978.4,open_ticket;export_csv;view_dashboard;git_push;send_email,fp_fe1e08aafe9f,372762.5,normal
evt_00000440,user_0070,user,support,2026-06-02 06:50:44.628891,146.32.181.207,Frankfurt,50.1829,8.7187,hr_portal,api_key,success,1368.3,send_email,fp_8dd8febe73bb,425970.5,normal
evt_00000313,user_0001,user,hr,2026-06-02 06:50:59.895971,30.22.253.13,Dublin,53.3556,-6.307,wiki,password,success,1666.2,send_email;send_email;download_report;view_dashboard;export_csv;open_ticket,fp_22cdbabf8ccd,81734.7,normal
evt_00000456,user_0080,user,support,2026-06-02 06:53:07.442023,196.90.62.184,Chicago,41.8377,-87.5919,vpn_gateway,mfa_push,success,1597.7,edit_record;edit_record;search;download_report,fp_5c84c8a65158,415947.5,normal
evt_00000497,service_account_0096,service_account,data_pipeline,2026-06-02 07:01:43.125930,70.121.23.26,Dublin,53.4204,-6.3189,log_aggregator,api_key,success,502.2,healthcheck;read_batch;rotate_key,fp_83dd81ba8afd,322368.2,normal
evt_00000441,user_0070,user,support,2026-06-02 07:05:56.328832,201.242.79.219,Frankfurt,50.0382,8.64,hr_portal,api_key,success,1210.9,download_report;send_email;send_email;view_dashboard;download_report;search,fp_fe1e08aafe9f,388889.5,normal
evt_00000532,edge_device_0108,edge_device,retail_pos,2026-06-02 07:15:38.523845,221.188.83.52,New York,40.7032,-74.1238,iot_hub_telemetry,mfa_push,success,258.1,heartbeat;telemetry_push;config_pull;heartbeat;sensor_read,fp_a83eccea979f,245808.0,normal
evt_00000540,edge_device_0111,edge_device,retail_pos,2026-06-02 07:24:54.005493,96.212.77.184,Chicago,41.9763,-87.5847,sensor_ingest,mfa_push,success,2074.4,config_pull;config_pull;telemetry_push;telemetry_push;firmware_check;telemetry_push,fp_2b5a1ff2edbf,379762.2,normal
evt_00000337,user_0017,user,hr,2026-06-02 07:38:10.556980,117.135.111.208,Seoul,37.5164,127.1146,crm,password,success,1179.1,git_pull;edit_record,fp_d61657b35ff1,131831.0,normal
evt_00000390,user_0043,user,engineering,2026-06-02 07:42:24.966812,43.42.245.249,Seoul,37.5616,127.0493,code_repo,sso_saml,success,486.1,search;search;download_report;download_report,fp_981da4b1db4b,469041.8,normal
evt_00000347,user_0026,user,sales,2026-06-02 07:43:10.880437,48.10.68.251,London,51.4878,-0.1278,code_repo,password,success,1846.9,git_push;send_email,fp_febdee9bedc1,173346.9,normal
evt_00000443,user_0070,user,support,2026-06-02 07:47:31.112105,112.224.99.12,Frankfurt,50.0858,8.6497,vpn_gateway,api_key,success,1300.3,open_ticket;send_email;search;download_report;download_report;search,fp_fe1e08aafe9f,450226.5,normal
evt_00000399,user_0050,user,support,2026-06-02 07:57:17.737949,195.52.222.148,New York,40.7061,-74.0311,code_repo,cert_based,success,762.1,export_csv;export_csv;send_email,fp_c8adf50b7ada,448700.3,normal
evt_00000561,edge_device_0117,edge_device,iot_fleet,2026-06-02 08:11:05.779034,54.127.190.239,Mumbai,19.0895,72.8665,firmware_update_svc,cert_based,success,687.6,firmware_check;telemetry_push;config_pull;telemetry_push;reboot;firmware_check,fp_6d0d569c1634,2203.3,normal
evt_00000534,edge_device_0110,edge_device,iot_fleet,2026-06-02 08:13:11.967492,210.189.89.121,Toronto,43.5976,-79.3462,camera_feed_relay,password,success,745.7,firmware_check;reboot,fp_58ffbacb3e0b,249353.8,normal
evt_00000528,service_account_0107,service_account,billing_infra,2026-06-02 08:27:15.688804,143.66.151.195,Johannesburg,-26.2462,28.0355,customer_db,cert_based,success,1440.3,rotate_key;sync_job;rotate_key,fp_fdab1c33bde2,99106.5,normal
evt_00000558,edge_device_0117,edge_device,iot_fleet,2026-06-02 08:35:55.551909,211.72.123.106,Mumbai,19.1456,72.8256,iot_hub_telemetry,cert_based,success,904.9,firmware_check;firmware_check,fp_6d0d569c1634,14779.6,normal
evt_00000541,edge_device_0111,edge_device,retail_pos,2026-06-02 08:39:21.048556,203.106.143.248,Chicago,41.7699,-87.6341,firmware_update_svc,mfa_push,success,1591.8,reboot;config_pull;heartbeat;reboot;sensor_read;sensor_read,fp_2b5a1ff2edbf,295456.0,normal
evt_00000340,user_0023,user,finance,2026-06-02 08:52:48.237627,11.247.103.12,Toronto,43.649,-79.4266,email,cert_based,success,1269.5,git_push;download_report,fp_44affb624530,236880.6,normal
evt_00000330,user_0012,user,engineering,2026-06-02 09:01:50.426698,200.184.96.213,Dubai,25.2198,55.2155,shared_drive_finance,api_key,success,1136.4,export_csv;search;git_pull;export_csv,fp_08ef07fe7cdf,297193.7,normal
evt_00000428,user_0061,user,sales,2026-06-02 09:06:49.543165,83.198.103.176,Dublin,53.3359,-6.2031,vpn_gateway,cert_based,success,957.1,search;open_ticket;git_pull;download_report;export_csv;git_push,fp_bb037aadb7d3,60590.6,normal
evt_00000518,service_account_0103,service_account,billing_infra,2026-06-02 09:07:47.225840,151.238.252.44,London,51.6032,-0.145,log_aggregator,api_key,success,127.9,healthcheck;consume_msg;read_batch,fp_2adbffe2cc8f,75785.2,normal
evt_00000312,user_0001,user,hr,2026-06-02 09:09:01.013296,199.169.251.53,Dublin,53.352,-6.248,shared_drive_finance,password,success,1400.3,open_ticket;git_push;git_push,fp_22cdbabf8ccd,51902.2,normal
evt_00000509,service_account_0100,service_account,billing_infra,2026-06-02 09:11:27.886971,205.75.229.39,New York,40.8014,-73.977,billing_api,sso_saml,success,1310.4,publish_msg;write_batch;read_batch,fp_bf9218a26d3b,57427.1,normal
evt_00000314,user_0001,user,hr,2026-06-02 09:19:15.046488,61.62.79.69,Dublin,53.3263,-6.2588,shared_drive_finance,password,success,919.2,git_pull;download_report;view_dashboard;edit_record,fp_22cdbabf8ccd,47798.3,normal
evt_00000395,user_0045,user,engineering,2026-06-02 09:21:42.187200,210.8.170.220,Seoul,37.5911,126.9691,vpn_gateway,password,success,413.2,edit_record;search;view_dashboard;export_csv;open_ticket;open_ticket;edit_record,fp_b38687dbe12e,318952.0,normal
evt_00000560,edge_device_0117,edge_device,iot_fleet,2026-06-02 09:24:52.986404,155.69.124.91,Mumbai,19.1385,72.8798,firmware_update_svc,cert_based,success,782.4,firmware_check;reboot;config_pull;firmware_check;reboot,fp_6d0d569c1634,5795.3,normal
evt_00000526,service_account_0106,service_account,billing_infra,2026-06-02 09:26:54.929146,59.22.155.36,Sao Paulo,-23.5692,-46.7024,customer_db,password,success,438.4,read_batch;consume_msg;read_batch;read_batch,fp_30a7bc58ada2,346741.4,normal
evt_00000437,user_0069,user,support,2026-06-02 09:28:12.108496,222.45.251.65,Mumbai,19.1706,72.901,customer_db,password,success,1245.5,open_ticket;edit_record,fp_c9efad9129cc,276835.5,normal
evt_00000389,user_0043,user,engineering,2026-06-02 09:31:28.525282,162.80.164.87,Seoul,37.5297,126.9687,code_repo,sso_saml,success,348.0,git_pull;git_pull;edit_record;open_ticket;search,fp_8e68f3eaf792,485741.7,normal
evt_00000542,edge_device_0111,edge_device,retail_pos,2026-06-02 09:31:49.342036,85.170.194.30,Chicago,41.9301,-87.6366,sensor_ingest,mfa_push,success,1722.1,telemetry_push,fp_2b5a1ff2edbf,304832.5,normal
evt_00000501,service_account_0097,service_account,billing_infra,2026-06-02 09:42:13.132318,21.76.24.202,New York,40.6905,-73.9979,secrets_vault,api_key,success,1220.6,sync_job;read_batch;publish_msg;publish_msg;rotate_key,fp_dfcb8fca76c2,442731.6,normal
evt_00000315,user_0001,user,hr,2026-06-02 09:42:14.962263,58.61.22.243,Dublin,53.3758,-6.2703,vpn_gateway,password,success,1434.6,edit_record;open_ticket;git_pull,fp_22cdbabf8ccd,60051.2,normal
evt_00000352,user_0027,user,sales,2026-06-02 09:44:41.566816,6.157.30.234,Chicago,41.7226,-87.5931,crm,cert_based,success,1915.7,open_ticket;search;open_ticket;send_email;view_dashboard;download_report;edit_record,fp_109752fccefe,395196.5,normal
evt_00000405,user_0052,user,engineering,2026-06-02 09:46:18.845807,84.207.214.156,Dubai,25.2028,55.3066,ticketing_system,cert_based,success,222.3,edit_record;view_dashboard;export_csv,fp_faaebbf1dcc7,91653.0,normal
evt_00000436,user_0069,user,support,2026-06-02 09:49:23.393816,67.47.79.0,Mumbai,19.0965,72.8542,code_repo,password,success,1231.6,download_report;git_pull;open_ticket,fp_c9efad9129cc,280295.1,normal
evt_00000489,service_account_0095,service_account,billing_infra,2026-06-02 09:50:18.530098,153.21.214.241,Sao Paulo,-23.5335,-46.623,secrets_vault,sso_saml,success,1259.4,healthcheck;healthcheck;write_batch,fp_65cfe2fbefd2,49493.8,normal
evt_00000322,user_0005,user,support,2026-06-02 09:50:49.572698,210.48.128.181,New York,40.6647,-73.9893,ticketing_system,cert_based,fail,934.5,send_email;open_ticket,fp_edc61de1a1aa,95996.9,normal
evt_00000412,user_0054,user,finance,2026-06-02 09:54:57.399568,134.21.226.235,Dubai,25.1791,55.2095,code_repo,mfa_push,success,1228.7,open_ticket;open_ticket;export_csv;search;open_ticket,fp_be2bf4dff421,193093.3,normal
evt_00000392,user_0045,user,engineering,2026-06-02 09:55:13.573459,79.58.69.121,Seoul,37.4742,126.9842,billing_console,password,success,141.1,view_dashboard;send_email;download_report,fp_a312d7fb3599,324438.9,normal
evt_00000329,user_0012,user,engineering,2026-06-02 10:02:53.650318,90.95.14.72,Dubai,25.2142,55.2356,payroll_admin,api_key,success,1109.1,view_dashboard;open_ticket,fp_08ef07fe7cdf,383426.4,normal
evt_00000463,service_account_0084,service_account,ci_infra,2026-06-02 10:04:53.515528,180.185.224.8,Seoul,37.5008,126.9216,message_queue,cert_based,success,1536.2,healthcheck;sync_job;publish_msg,fp_c1cbe3653989,388174.4,normal
evt_00000375,user_0035,user,support,2026-06-02 10:10:13.698290,191.168.187.29,Singapore,1.3412,103.805,wiki,password,success,253.5,edit_record;edit_record;git_pull;send_email;git_push;search,fp_83e6a2d29eae,493062.3,normal
evt_00000535,edge_device_0110,edge_device,iot_fleet,2026-06-02 10:15:24.077817,198.145.83.110,Toronto,43.6377,-79.4354,camera_feed_relay,password,success,1062.8,reboot;reboot;sensor_read;telemetry_push;reboot;sensor_read,fp_58ffbacb3e0b,241087.8,normal
evt_00000461,user_0083,user,hr,2026-06-02 10:16:06.530981,39.76.54.100,Sydney,-33.8856,151.1834,shared_drive_eng,cert_based,success,233.5,search;open_ticket;download_report;edit_record;download_report;git_pull,fp_6ff6fac58b82,375100.5,normal
evt_00000449,user_0073,user,support,2026-06-02 10:17:19.923415,206.213.85.153,Austin,30.302,-97.8335,crm,cert_based,success,1394.0,search;send_email,fp_ecfc254eec2f,161511.0,normal
evt_00000351,user_0027,user,sales,2026-06-02 10:22:27.690058,212.52.134.137,Chicago,41.8745,-87.6282,crm,cert_based,success,1929.5,open_ticket;edit_record;view_dashboard;edit_record;export_csv,fp_109752fccefe,402466.5,normal
evt_00000529,service_account_0107,service_account,billing_infra,2026-06-02 10:24:18.301579,190.160.172.190,Johannesburg,-26.2715,28.0358,monitoring_api,cert_based,success,1600.3,sync_job;rotate_key;publish_msg;write_batch,fp_fdab1c33bde2,65036.4,normal
evt_00000388,user_0043,user,engineering,2026-06-02 10:24:33.439604,160.11.157.74,Seoul,37.4676,127.0457,code_repo,sso_saml,success,456.4,send_email;send_email;export_csv;git_pull;git_pull;view_dashboard;git_push;git_push;view_dashboard,fp_8e68f3eaf792,459254.9,normal
evt_00000333,user_0017,user,hr,2026-06-02 10:30:26.482490,222.193.189.119,Seoul,37.5888,126.9729,shared_drive_eng,password,success,1398.4,open_ticket;view_dashboard;edit_record;open_ticket;git_push;edit_record;download_report,fp_d61657b35ff1,105300.6,normal
evt_00000459,user_0083,user,hr,2026-06-02 10:34:35.901083,165.110.165.123,Sydney,-33.9354,151.2491,vpn_gateway,cert_based,success,192.3,git_push;download_report,fp_6ff6fac58b82,387564.8,normal
evt_00000350,user_0027,user,sales,2026-06-02 10:50:58.337705,160.136.169.62,Chicago,41.9311,-87.7047,payroll_admin,cert_based,success,1764.9,search;search;send_email;send_email,fp_109752fccefe,396067.4,normal
evt_00000361,user_0031,user,finance,2026-06-02 10:52:21.204979,220.160.90.212,Chicago,41.774,-87.6263,shared_drive_eng,api_key,success,673.7,git_push;download_report;search;export_csv,fp_c2e03df1b5d8,361195.3,normal
evt_00000348,user_0026,user,sales,2026-06-02 10:57:47.469094,194.140.15.219,London,51.4978,-0.115,ticketing_system,password,success,1448.8,export_csv;download_report;send_email;open_ticket,fp_febdee9bedc1,133880.1,normal
